Date,Day,Current Close Price,Next Day Price,Predicted Direction,Predicted Value,Pnl
2020-12-31,Thursday,13967.2,14015.1,SELL,[13899.08],-47.899999999999636
2021-01-01,Friday,14015.1,14144.5,SELL,[13899.08],-129.39999999999964
2021-01-04,Monday,14144.5,14196.35,SELL,[13953.46],-51.850000000000364
2021-01-05,Tuesday,14196.35,14132.8,SELL,[14005.71],63.55000000000109
2021-01-06,Wednesday,14132.8,14148.5,SELL,[14059.36],-15.700000000000728
2021-01-07,Thursday,14148.5,14344.4,SELL,[14091.19],-195.89999999999964
2021-01-08,Friday,14344.4,14485.25,SELL,[14127.45],-140.85000000000036
2021-01-11,Monday,14485.25,14573.95,SELL,[14193.31],-88.70000000000073
2021-01-12,Tuesday,14573.95,14558.1,SELL,[14261.46],15.850000000000364
2021-01-13,Wednesday,14558.1,14596.1,SELL,[14336.98],-38.0
2021-01-14,Thursday,14596.1,14434.5,SELL,[14422.04],161.60000000000036
2021-01-15,Friday,14434.5,14228.4,BUY,[14511.56],-206.10000000000036
2021-01-18,Monday,14228.4,14526.85,BUY,[14397.32],298.4500000000007
2021-01-19,Tuesday,14526.85,14623.1,SELL,[14463.64],-96.25
2021-01-20,Wednesday,14623.1,14631.0,SELL,[14529.58],-7.899999999999636
2021-01-21,Thursday,14631.0,14367.0,SELL,[14557.15],264.0
2021-01-22,Friday,14367.0,14247.95,BUY,[14557.15],-119.04999999999927
2021-01-25,Monday,14247.95,13963.7,BUY,[14408.4],-284.25
2021-01-27,Wednesday,13963.7,13821.4,BUY,[14127.45],-142.3000000000011
2021-01-28,Thursday,13821.4,13662.95,BUY,[13852.74],-158.4499999999989
2021-01-29,Friday,13662.95,14331.1,BUY,[13869.92],668.1499999999996
2021-02-01,Monday,14331.1,14670.1,SELL,[13870.66],-339.0
2021-02-02,Tuesday,14670.1,14784.65,SELL,[14543.65],-114.54999999999927
2021-02-03,Wednesday,14784.65,14888.85,SELL,[14615.68],-104.20000000000073
2021-02-04,Thursday,14888.85,14939.35,SELL,[14653.39],-50.5
2021-02-05,Friday,14939.35,15127.75,SELL,[14697.14],-188.39999999999964
2021-02-08,Monday,15127.75,15110.6,SELL,[14773.39],17.149999999999636
2021-02-09,Tuesday,15110.6,15138.0,SELL,[14874.32],-27.399999999999636
2021-02-10,Wednesday,15138.0,15181.25,SELL,[14970.24],-43.25
2021-02-11,Thursday,15181.25,15166.95,SELL,[15040.91],14.299999999999272
2021-02-12,Friday,15166.95,15335.5,SELL,[15099.39],-168.54999999999927
2021-02-15,Monday,15335.5,15318.0,SELL,[15144.91],17.5
2021-02-16,Tuesday,15318.0,15197.9,SELL,[15186.46],120.10000000000036
2021-02-17,Wednesday,15197.9,15119.95,BUY,[15222.46],-77.94999999999891
2021-02-18,Thursday,15119.95,15004.2,BUY,[15158.94],-115.75
2021-02-19,Friday,15004.2,14642.25,BUY,[15099.39],-361.9500000000007
2021-02-22,Monday,14642.25,14716.8,BUY,[14849.61],74.54999999999927
2021-02-23,Tuesday,14716.8,14781.2,SELL,[14700.97],-64.40000000000146
2021-02-24,Wednesday,14781.2,15105.45,SELL,[14732.71],-324.25
2021-02-25,Thursday,15105.45,14522.4,BUY,[15144.91],-583.0500000000011
2021-02-26,Friday,14522.4,14785.8,BUY,[14732.71],263.39999999999964
2021-03-01,Monday,14785.8,14944.75,SELL,[14760.5],-158.95000000000073
2021-03-02,Tuesday,14944.75,15240.5,SELL,[14793.69],-295.75
2021-03-03,Wednesday,15240.5,15088.3,SELL,[15132.61],152.20000000000073
2021-03-04,Thursday,15088.3,14962.85,BUY,[15158.59],-125.44999999999891
2021-03-05,Friday,14962.85,14963.0,BUY,[15059.52],0.1499999999996362
2021-03-08,Monday,14963.0,15099.0,BUY,[15024.49],136.0
2021-03-09,Tuesday,15099.0,15167.4,SELL,[15031.27],-68.39999999999964
2021-03-10,Wednesday,15167.4,15022.55,SELL,[15136.84],144.85000000000036
2021-03-12,Friday,15022.55,14923.05,BUY,[15152.56],-99.5
2021-03-15,Monday,14923.05,14924.0,SELL,[14902.33],-0.9500000000007276
2021-03-16,Tuesday,14924.0,14706.1,BUY,[14993.68],-217.89999999999964
2021-03-17,Wednesday,14706.1,14582.6,BUY,[14867.65],-123.5
2021-03-18,Thursday,14582.6,14737.05,BUY,[14688.13],154.4499999999989
2021-03-19,Friday,14737.05,14743.85,SELL,[14533.73],-6.800000000001091
2021-03-22,Monday,14743.85,14809.6,SELL,[14739.89],-65.75
2021-03-23,Tuesday,14809.6,14561.85,BUY,[14823.48],-247.75
2021-03-24,Wednesday,14561.85,14348.25,BUY,[14700.68],-213.60000000000036
2021-03-25,Thursday,14348.25,14518.25,BUY,[14352.62],170.0
2021-03-26,Friday,14518.25,14853.55,SELL,[14491.36],-335.2999999999993
2021-03-30,Tuesday,14853.55,14690.7,SELL,[14762.46],162.84999999999854
2021-03-31,Wednesday,14690.7,14864.1,BUY,[14767.45],173.39999999999964
2021-04-01,Thursday,14864.1,14650.45,SELL,[14777.43],213.64999999999964
2021-04-05,Monday,14650.45,14699.55,SELL,[14616.5],-49.099999999998545
2021-04-06,Tuesday,14699.55,14808.85,BUY,[14701.43],109.30000000000109
2021-04-07,Wednesday,14808.85,14877.65,SELL,[14792.19],-68.79999999999927
2021-04-08,Thursday,14877.65,14838.05,BUY,[14895.41],-39.600000000000364
2021-04-09,Friday,14838.05,14354.7,BUY,[14856.29],-483.34999999999854
2021-04-12,Monday,14354.7,14525.7,BUY,[14445.22],171.0
2021-04-13,Tuesday,14525.7,14587.35,SELL,[14401.34],-61.649999999999636
2021-04-15,Thursday,14587.35,14591.25,SELL,[14448.39],-3.899999999999636
2021-04-16,Friday,14591.25,14361.15,BUY,[14594.03],-230.10000000000036
2021-04-19,Monday,14361.15,14280.05,SELL,[14298.99],81.10000000000036
2021-04-20,Tuesday,14280.05,14399.1,BUY,[14387.53],119.05000000000109
2021-04-22,Thursday,14399.1,14331.7,SELL,[14302.51],67.39999999999964
2021-04-23,Friday,14331.7,14489.05,BUY,[14397.3],157.34999999999854
2021-04-26,Monday,14489.05,14655.8,BUY,[14538.33],166.75
