Date,Day,Current Close Price,Next Day Price,Predicted Direction,Predicted Value,Pnl
2020-12-31,Thursday,13967.2,14015.1,SELL,11158.271713147415,-47.899999999999636
2021-01-01,Friday,14015.1,14144.5,SELL,11169.418253968253,-129.39999999999964
2021-01-04,Monday,14144.5,14196.35,SELL,11180.66600790515,-51.850000000000364
2021-01-05,Tuesday,14196.35,14132.8,SELL,11192.334645669287,63.55000000000109
2021-01-06,Wednesday,14132.8,14148.5,SELL,11204.115098039227,-15.700000000000728
2021-01-07,Thursday,14148.5,14344.4,SELL,11215.555273437496,-195.89999999999964
2021-01-08,Friday,14344.4,14485.25,SELL,11226.967509727632,-140.85000000000036
2021-01-11,Monday,14485.25,14573.95,SELL,11239.050581395355,-88.70000000000073
2021-01-12,Tuesday,14573.95,14558.1,SELL,11251.58416988417,15.850000000000364
2021-01-13,Wednesday,14558.1,14596.1,SELL,11264.362500000001,-38.0
2021-01-14,Thursday,14596.1,14434.5,SELL,11276.98218390805,161.60000000000036
2021-01-15,Friday,14434.5,14228.4,SELL,11289.650572519093,206.10000000000036
2021-01-18,Monday,14228.4,14526.85,SELL,11301.60817490495,-298.4500000000007
2021-01-19,Tuesday,14526.85,14623.1,SELL,11312.694507575754,-96.25
2021-01-20,Wednesday,14623.1,14631.0,SELL,11324.823396226417,-7.899999999999636
2021-01-21,Thursday,14631.0,14367.0,SELL,11337.222932330818,264.0
2021-01-22,Friday,14367.0,14247.95,SELL,11349.559176029961,119.04999999999927
2021-01-25,Monday,14247.95,13963.7,SELL,11360.818283582095,284.25
2021-01-27,Wednesday,13963.7,13821.4,SELL,11371.55111524163,142.3000000000011
2021-01-28,Thursday,13821.4,13662.95,SELL,11381.151666666674,158.4499999999989
2021-01-29,Friday,13662.95,14331.1,SELL,11390.156273062725,-668.1499999999996
2021-02-01,Monday,14331.1,14670.1,SELL,11398.512132352942,-339.0
2021-02-02,Tuesday,14670.1,14784.65,SELL,11409.254212454216,-114.54999999999927
2021-02-03,Wednesday,14784.65,14888.85,SELL,11421.155109489051,-104.20000000000073
2021-02-04,Thursday,14888.85,14939.35,SELL,11433.386,-50.5
2021-02-05,Friday,14939.35,15127.75,SELL,11445.90579710145,-188.39999999999964
2021-02-08,Monday,15127.75,15110.6,SELL,11458.517509025272,17.149999999999636
2021-02-09,Tuesday,15110.6,15138.0,SELL,11471.716187050362,-27.399999999999636
2021-02-10,Wednesday,15138.0,15181.25,SELL,11484.758781362014,-43.25
2021-02-11,Thursday,15181.25,15166.95,SELL,11497.806071428578,14.299999999999272
2021-02-12,Friday,15166.95,15335.5,SELL,11510.914412811395,-168.54999999999927
2021-02-15,Monday,15335.5,15318.0,SELL,11523.87907801419,17.5
2021-02-16,Tuesday,15318.0,15197.9,SELL,11537.3477031802,120.10000000000036
