Date,Day,Current Close Price,Next Day Price,Predicted Direction,Predicted Value,Pnl
2020-12-31,Thursday,13967.2,14015.1,BUY,14000.57749999999,47.899999999999636
2021-01-01,Friday,14015.1,14144.5,BUY,14023.640999999992,129.39999999999964
2021-01-04,Monday,14144.5,14196.35,SELL,14089.938500000007,-51.850000000000364
2021-01-05,Tuesday,14196.35,14132.8,SELL,14131.214500000013,63.55000000000109
2021-01-06,Wednesday,14132.8,14148.5,BUY,14132.800000000025,15.700000000000728
2021-01-07,Thursday,14148.5,14344.4,BUY,14148.5,195.89999999999964
2021-01-08,Friday,14344.4,14485.25,SELL,14344.399999999987,-140.85000000000036
2021-01-11,Monday,14485.25,14573.95,BUY,14485.25,88.70000000000073
2021-01-12,Tuesday,14573.95,14558.1,SELL,14573.949999999975,15.850000000000364
2021-01-13,Wednesday,14558.1,14596.1,BUY,14558.100000000013,38.0
2021-01-14,Thursday,14596.1,14434.5,BUY,14596.100000000013,-161.60000000000036
2021-01-15,Friday,14434.5,14228.4,BUY,14434.5,-206.10000000000036
2021-01-18,Monday,14228.4,14526.85,SELL,14228.399999999987,-298.4500000000007
2021-01-19,Tuesday,14526.85,14623.1,BUY,14536.114500000007,96.25
2021-01-20,Wednesday,14623.1,14631.0,BUY,14640.763000000004,7.899999999999636
2021-01-21,Thursday,14631.0,14367.0,BUY,14631.0,-264.0
2021-01-22,Friday,14367.0,14247.95,BUY,14367.0,-119.04999999999927
2021-01-25,Monday,14247.95,13963.7,SELL,14247.949999999975,284.25
2021-01-27,Wednesday,13963.7,13821.4,BUY,14120.465500000017,-142.3000000000011
2021-01-28,Thursday,13821.4,13662.95,SELL,13802.265999999994,158.4499999999989
2021-01-29,Friday,13662.95,14331.1,SELL,13662.949999999975,-668.1499999999996
2021-02-01,Monday,14331.1,14670.1,BUY,14331.100000000013,339.0
2021-02-02,Tuesday,14670.1,14784.65,BUY,14670.100000000013,114.54999999999927
2021-02-03,Wednesday,14784.65,14888.85,SELL,14784.649999999983,-104.20000000000073
2021-02-04,Thursday,14888.85,14939.35,BUY,14888.850000000017,50.5
2021-02-05,Friday,14939.35,15127.75,BUY,14939.350000000017,188.39999999999964
2021-02-08,Monday,15127.75,15110.6,BUY,15127.75,-17.149999999999636
2021-02-09,Tuesday,15110.6,15138.0,BUY,15110.600000000017,27.399999999999636
2021-02-10,Wednesday,15138.0,15181.25,BUY,15138.0,43.25
2021-02-11,Thursday,15181.25,15166.95,BUY,15181.25,-14.299999999999272
2021-02-12,Friday,15166.95,15335.5,SELL,15166.949999999972,-168.54999999999927
2021-02-15,Monday,15335.5,15318.0,BUY,15335.5,-17.5
2021-02-16,Tuesday,15318.0,15197.9,BUY,15318.0,-120.10000000000036
2021-02-17,Wednesday,15197.9,15119.95,SELL,15197.899999999981,77.94999999999891
2021-02-18,Thursday,15119.95,15004.2,SELL,15119.949999999972,115.75
2021-02-19,Friday,15004.2,14642.25,SELL,15004.199999999972,361.9500000000007
2021-02-22,Monday,14642.25,14716.8,BUY,14642.25,74.54999999999927
2021-02-23,Tuesday,14716.8,14781.2,BUY,14716.800000000025,64.40000000000146
2021-02-24,Wednesday,14781.2,15105.45,BUY,14819.77950000001,324.25
2021-02-25,Thursday,15105.45,14522.4,SELL,15105.449999999972,583.0500000000011
2021-02-26,Friday,14522.4,14785.8,SELL,14522.399999999987,-263.39999999999964
2021-03-01,Monday,14785.8,14944.75,SELL,14740.715500000002,-158.95000000000073
2021-03-02,Tuesday,14944.75,15240.5,BUY,14944.75,295.75
2021-03-03,Wednesday,15240.5,15088.3,BUY,15240.5,-152.20000000000073
2021-03-04,Thursday,15088.3,14962.85,BUY,15088.300000000028,-125.44999999999891
2021-03-05,Friday,14962.85,14963.0,SELL,14944.612499999997,-0.1499999999996362
2021-03-08,Monday,14963.0,15099.0,BUY,15038.235499999999,136.0
2021-03-09,Tuesday,15099.0,15167.4,BUY,15099.0,68.39999999999964
2021-03-10,Wednesday,15167.4,15022.55,SELL,15167.399999999983,144.85000000000036
2021-03-12,Friday,15022.55,14923.05,BUY,15022.550000000028,-99.5
2021-03-15,Monday,14923.05,14924.0,SELL,14834.684000000001,-0.9500000000007276
2021-03-16,Tuesday,14924.0,14706.1,BUY,14924.0,-217.89999999999964
2021-03-17,Wednesday,14706.1,14582.6,BUY,14706.100000000013,-123.5
2021-03-18,Thursday,14582.6,14737.05,BUY,14582.600000000013,154.4499999999989
2021-03-19,Friday,14737.05,14743.85,BUY,14737.050000000025,6.800000000001091
2021-03-22,Monday,14743.85,14809.6,SELL,14685.143499999996,-65.75
2021-03-23,Tuesday,14809.6,14561.85,BUY,14835.491000000015,-247.75
2021-03-24,Wednesday,14561.85,14348.25,BUY,14651.5345,-213.60000000000036
2021-03-25,Thursday,14348.25,14518.25,BUY,14348.25,170.0
2021-03-26,Friday,14518.25,14853.55,BUY,14518.25,335.2999999999993
2021-03-30,Tuesday,14853.55,14690.7,SELL,14781.518000000007,162.84999999999854
2021-03-31,Wednesday,14690.7,14864.1,BUY,14714.504999999996,173.39999999999964
2021-04-01,Thursday,14864.1,14650.45,SELL,14784.903500000008,213.64999999999964
2021-04-05,Monday,14650.45,14699.55,SELL,14571.414999999994,-49.099999999998545
2021-04-06,Tuesday,14699.55,14808.85,SELL,14697.601999999995,-109.30000000000109
2021-04-07,Wednesday,14808.85,14877.65,BUY,14808.850000000017,68.79999999999927
2021-04-08,Thursday,14877.65,14838.05,BUY,14908.950500000012,-39.600000000000364
2021-04-09,Friday,14838.05,14354.7,BUY,14838.050000000025,-483.34999999999854
2021-04-12,Monday,14354.7,14525.7,SELL,14354.699999999975,-171.0
2021-04-13,Tuesday,14525.7,14587.35,SELL,14525.699999999975,-61.649999999999636
2021-04-15,Thursday,14587.35,14591.25,BUY,14587.350000000013,3.899999999999636
2021-04-16,Friday,14591.25,14361.15,BUY,14662.459499999999,-230.10000000000036
2021-04-19,Monday,14361.15,14280.05,SELL,14361.149999999987,81.10000000000036
2021-04-20,Tuesday,14280.05,14399.1,BUY,14280.050000000025,119.05000000000109
2021-04-22,Thursday,14399.1,14331.7,BUY,14399.100000000013,-67.39999999999964
2021-04-23,Friday,14331.7,14489.05,SELL,14331.699999999975,-157.34999999999854
2021-04-26,Monday,14489.05,14655.8,BUY,14489.050000000025,166.75
2021-04-27,Tuesday,14655.8,14645.15,BUY,14655.800000000025,-10.649999999999636
2021-05-03,Monday,14645.15,14507.1,SELL,14645.149999999987,138.04999999999927
2021-05-04,Tuesday,14507.1,14635.95,BUY,14627.251500000004,128.85000000000036
2021-05-05,Wednesday,14635.95,14732.75,SELL,14635.949999999975,-96.79999999999927
2021-05-06,Thursday,14732.75,14810.35,SELL,14689.813500000006,-77.60000000000036
2021-05-07,Friday,14810.35,14949.4,BUY,14810.350000000017,139.04999999999927
2021-05-10,Monday,14949.4,14845.1,SELL,14949.399999999983,104.29999999999927
2021-05-11,Tuesday,14845.1,14699.65,BUY,14845.100000000017,-145.45000000000073
2021-05-12,Wednesday,14699.65,14681.0,SELL,14699.649999999987,18.649999999999636
2021-05-14,Friday,14681.0,14925.15,BUY,14681.0,244.14999999999964
2021-05-17,Monday,14925.15,15110.15,SELL,14925.149999999983,-185.0
2021-05-18,Tuesday,15110.15,15019.2,SELL,15110.149999999983,90.94999999999891
2021-05-19,Wednesday,15019.2,14920.65,SELL,15019.199999999972,98.55000000000109
2021-05-20,Thursday,14920.65,15183.1,SELL,14920.649999999983,-262.4500000000007
2021-05-21,Friday,15183.1,15184.35,BUY,15183.100000000017,1.25
2021-05-24,Monday,15184.35,15219.75,SELL,15170.59449999998,-35.399999999999636
2021-05-25,Tuesday,15219.75,15301.25,SELL,15190.342499999984,-81.5
2021-05-26,Wednesday,15301.25,15370.15,BUY,15301.25,68.89999999999964
2021-05-27,Thursday,15370.15,15454.2,SELL,15370.149999999981,-84.05000000000109
2021-05-28,Friday,15454.2,15576.0,SELL,15454.199999999972,-121.79999999999927
2021-05-31,Monday,15576.0,15572.0,BUY,15576.0,-4.0
2021-06-01,Tuesday,15572.0,15590.65,BUY,15572.0,18.649999999999636
2021-06-02,Wednesday,15590.65,15686.6,SELL,15590.649999999981,-95.95000000000073
2021-06-03,Thursday,15686.6,15669.25,BUY,15686.60000000002,-17.350000000000364
2021-06-04,Friday,15669.25,15746.25,BUY,15669.25,77.0
2021-06-07,Monday,15746.25,15740.8,BUY,15746.25,-5.450000000000728
2021-06-08,Tuesday,15740.8,15640.25,SELL,15694.053499999982,100.54999999999927
2021-06-09,Wednesday,15640.25,15745.45,BUY,15640.25,105.20000000000073
2021-06-10,Thursday,15745.45,15805.0,SELL,15702.037999999991,-59.54999999999927
2021-06-11,Friday,15805.0,15809.45,BUY,15805.0,4.450000000000728
2021-06-14,Monday,15809.45,15858.05,SELL,15697.832499999991,-48.599999999998545
2021-06-15,Tuesday,15858.05,15756.0,BUY,15858.050000000028,-102.04999999999927
2021-06-16,Wednesday,15756.0,15680.3,BUY,15756.0,-75.70000000000073
2021-06-17,Thursday,15680.3,15719.85,BUY,15709.080500000005,39.55000000000109
2021-06-18,Friday,15719.85,15748.6,BUY,15719.85000000002,28.75
2021-06-21,Monday,15748.6,15765.85,SELL,15689.827500000012,-17.25
2021-06-22,Tuesday,15765.85,15696.1,BUY,15816.524000000003,-69.75
2021-06-23,Wednesday,15696.1,15794.15,BUY,15747.307499999986,98.04999999999927
2021-06-24,Thursday,15794.15,15849.35,SELL,15794.14999999998,-55.20000000000073
2021-06-25,Friday,15849.35,15824.05,BUY,15849.35000000002,-25.30000000000109
2021-06-28,Monday,15824.05,15749.55,BUY,15834.058999999987,-74.5
2021-06-29,Tuesday,15749.55,15730.65,BUY,15749.550000000028,-18.899999999999636
2021-06-30,Wednesday,15730.65,15694.35,SELL,15730.64999999998,36.29999999999927
2021-07-01,Thursday,15694.35,15729.5,BUY,15694.35000000002,35.149999999999636
2021-07-02,Friday,15729.5,15841.75,SELL,15687.742999999991,-112.25
2021-07-05,Monday,15841.75,15816.9,BUY,15841.75,-24.850000000000364
2021-07-06,Tuesday,15816.9,15880.8,SELL,15816.89999999998,-63.899999999999636
2021-07-07,Wednesday,15880.8,15727.75,BUY,15880.800000000028,-153.04999999999927
2021-07-08,Thursday,15727.75,15699.65,BUY,15727.75,-28.100000000000364
2021-07-09,Friday,15699.65,15690.6,SELL,15699.64999999998,9.049999999999272
2021-07-12,Monday,15690.6,15807.9,BUY,15692.3845,117.29999999999927
2021-07-13,Tuesday,15807.9,15844.85,SELL,15807.89999999998,-36.95000000000073
2021-07-14,Wednesday,15844.85,15918.2,BUY,15844.85000000002,73.35000000000036
2021-07-15,Thursday,15918.2,15921.2,SELL,15904.186499999994,-3.0
2021-07-16,Friday,15921.2,15758.25,SELL,15921.199999999972,162.95000000000073
2021-07-19,Monday,15758.25,15624.5,BUY,15758.25,-133.75
2021-07-20,Tuesday,15624.5,15829.55,BUY,15624.5,205.04999999999927
2021-07-22,Thursday,15829.55,15850.4,SELL,15762.506,-20.850000000000364
2021-07-23,Friday,15850.4,15821.15,SELL,15850.39999999998,29.25
2021-07-26,Monday,15821.15,15744.65,SELL,15821.14999999998,76.5
2021-07-27,Tuesday,15744.65,15714.65,SELL,15744.64999999998,30.0
2021-07-28,Wednesday,15714.65,15783.3,BUY,15718.447500000011,68.64999999999964
2021-07-29,Thursday,15783.3,15774.55,SELL,15783.244499999986,8.75
2021-07-30,Friday,15774.55,15887.75,BUY,15774.550000000028,113.20000000000073
2021-08-02,Monday,15887.75,16125.75,BUY,15887.75,238.0
2021-08-03,Tuesday,16125.75,16253.0,BUY,16125.75,127.25
2021-08-04,Wednesday,16253.0,16281.8,BUY,16253.0,28.799999999999272
2021-08-05,Thursday,16281.8,16254.7,BUY,16281.800000000028,-27.099999999998545
2021-08-06,Friday,16254.7,16252.95,SELL,16254.699999999972,1.75
2021-08-09,Monday,16252.95,16268.95,SELL,16247.377999999992,-16.0
2021-08-10,Tuesday,16268.95,16276.0,BUY,16296.80100000002,7.049999999999272
2021-08-11,Wednesday,16276.0,16359.9,SELL,16255.25699999999,-83.89999999999964
2021-08-12,Thursday,16359.9,16517.0,SELL,16359.899999999976,-157.10000000000036
2021-08-13,Friday,16517.0,16546.7,BUY,16517.0,29.700000000000728
2021-08-16,Monday,16546.7,16611.2,SELL,16545.98200000003,-64.5
2021-08-17,Tuesday,16611.2,16552.05,SELL,16611.19999999997,59.150000000001455
2021-08-18,Wednesday,16552.05,16415.7,BUY,16552.05000000003,-136.34999999999854
2021-08-20,Friday,16415.7,16487.9,SELL,16415.69999999997,-72.20000000000073
2021-08-23,Monday,16487.9,16614.35,BUY,16524.237500000007,126.44999999999709
